logFC	logCPM	F	PValue	FDR
PPM1L	-2.5421085123803	7.30245267223838	82.7846152263187	6.38886718998953e-06	0.00280923814399831
UMOD	-6.66442638004363	8.80691581871069	91.0600774827158	7.23440418138523e-06	0.00302147620458028
TPM4	3.70916743485262	6.09120858107372	79.2652212360437	7.66755596589365e-06	0.00302147620458028
MACC1	3.53911275847993	9.8609177711634	79.1107572785789	7.73048967342628e-06	0.00302147620458028
BTBD11	-3.50943243134013	5.84600207196181	77.8693260096801	8.25978620752791e-06	0.00311305442314436
PROM1	2.70543944150263	7.553055531326	76.1892305972378	9.04816959436386e-06	0.0032925977148042
TMEM207	-8.8809428214796	4.530305583986	114.103201859676	1.05623143149076e-05	0.00371547009884067
PALM	-3.50130462232548	4.90566298989598	72.5102208174688	1.11193854727204e-05	0.00376419337144885
LINC00970	-3.47596120960379	7.33900969075419	72.0547565684499	1.14142128197066e-05	0.00376419337144885
PCSK5	3.78452718257102	8.04700543946016	70.9042129851446	1.22023901327004e-05	0.00378778086669483
WEE1	3.50339050447348	7.83007925475405	70.2769881406176	1.26599448971837e-05	0.00378778086669483
BCAS1	4.11448003974681	5.47514627999483	69.9854451299034	1.28797153680676e-05	0.00378778086669483
SLC4A8	-3.94178796932059	4.52794485272144	69.9047518638466	1.29413613571659e-05	0.00378778086669483
AC138123.1	-2.90698065119693	6.72745476143969	69.4691792614179	1.32803839730606e-05	0.00378778086669483
F11	-4.47759514015473	5.26695220667562	68.7775076495734	1.38412216315778e-05	0.00384385294415897
TRIM55	3.70895735013837	6.65044662786013	68.1955974131775	1.43355015802174e-05	0.00387903969682138
CMYA5	-2.52384743577506	6.2399870974501	66.5328090623696	1.58709904743355e-05	0.00418716406189156
ITPKC	2.64092038230087	6.62713336033378	65.2161938782333	1.7230492000248e-05	0.00443496053850285
SLC13A3	-3.91453734538646	5.2956977535015	64.6051747952806	1.79093717528803e-05	0.00449537545633168
SFRP1	-5.06967127708458	6.93628699771518	71.7714261526703	1.84276160685203e-05	0.00449537545633168
AC044810.3	-2.79691442556494	5.05008428738364	63.7857280042424	1.8871661518102e-05	0.00449537545633168
ACSS1	-3.08734541212955	5.81158251438004	62.8544663649721	2.00427560775064e-05	0.00449537545633168
HS6ST2	-4.38845848949724	7.34251570536302	67.2156107919445	2.0881670803946e-05	0.00449537545633168
ETS1	4.16547377896162	7.36950346210234	63.3627930763637	2.090377175407e-05	0.00449537545633168
TEX41	-3.32479716783795	5.56026132657116	61.9189453148407	2.13094099240834e-05	0.00449537545633168
NFKBID	3.33579956056338	5.53246549325354	61.8075483207148	2.14666409510221e-05	0.00449537545633168
LMO1	-4.64542911457558	3.82307900707659	61.7405661516515	2.15618621252483e-05	0.00449537545633168
PLCL1	-3.33890280489493	8.79380073683547	61.7432913683243	2.17250211572932e-05	0.00449537545633168
POF1B	3.21056607538041	5.39079620335296	60.3754625607352	2.36192630067687e-05	0.00474195221023626
IRAK2	3.3776161003894	6.68022407440882	60.2529436080535	2.38153574474104e-05	0.00474195221023626
GPI	-2.52488785061004	6.95719017210801	59.8946234395205	2.44003278083634e-05	0.00476845665484554
SORBS1	-2.88901569468679	7.14338353517617	59.1604538285412	2.56544395695842e-05	0.00482669415903933
EZR	3.26967708148164	9.45202662841641	58.8526799629055	2.62034283726674e-05	0.00482669415903933
NR2F1-AS1	-4.02135655214405	5.41535917478241	58.2937986139073	2.7237333658251e-05	0.00482669415903933
AMN	3.61898512166453	5.3348710773457	58.0692539564073	2.76666645670544e-05	0.00482669415903933
ZFPM2	3.78917303890443	6.03379491955267	57.936747852058	2.79238797816581e-05	0.00482669415903933
MACC1-AS1	4.25112527466733	5.62697500723877	57.8784232421283	2.80380183795985e-05	0.00482669415903933
LINC01695	-5.06393604730886	3.70934669902512	57.6902392948691	2.8410174768111e-05	0.00482669415903933
AL132780.1	-2.43497969203002	5.58445679333938	57.4745239324531	2.88441961789367e-05	0.00482669415903933
LINGO2	-4.03998885270366	7.10148524342553	60.324790048682	3.02262830810393e-05	0.00482669415903933
GPR173	3.22535431142039	4.78535950823484	56.7976115623596	3.02595089194115e-05	0.00482669415903933
PGGHG	3.95312422521235	5.36190387475887	56.7644878213504	3.03309079971802e-05	0.00482669415903933
CD9	2.63781392716452	7.27151476063527	56.7611533867225	3.03381068021771e-05	0.00482669415903933
HPN	-2.23639286043086	7.5299698835805	56.5503568962304	3.07974493910156e-05	0.00482669415903933
CCND2	6.08736414989662	5.63174490947037	57.6980894671069	3.11016017070667e-05	0.00482669415903933
NR4A1	2.36194719787874	7.21692830285813	55.9938018947052	3.20514969447094e-05	0.00490202097474665
MPPED2	-3.08205657060826	6.62133900078486	55.5197602986122	3.31688891931952e-05	0.00500044696651127
FHL2	4.7572256989781	7.51195600368103	58.535789257333	3.40069183847253e-05	0.00505457760160572
IGSF3	-2.44490727414556	5.53023955538851	54.3013465085579	3.62657731677784e-05	0.00530090993549797
ABCC4	3.17495126114409	8.07610817879431	54.1520996091157	3.66688548556194e-05	0.00530090993549797
CLCNKB	-2.45771914532259	6.00285527534398	53.4513710338367	3.86358423429743e-05	0.00550978438169471
MARC2	-2.78855521088128	5.32418497165073	52.5406261463501	4.13878853680569e-05	0.00582355139052139
CLCNKA	-3.16289633120735	5.137841698879	52.2042381865873	4.24643058915804e-05	0.00589639236939273
MAL2	2.61351333816996	6.89757221604498	51.9543232582012	4.3286117228204e-05	0.0059204084069721
SLC15A1	4.15751661356052	4.88672835610539	51.8130316788229	4.37592964790887e-05	0.0059204084069721
AHDC1	-2.63745333565539	5.11259816160578	51.5703871620259	4.45866711839763e-05	0.00595598912663926
PRKCQ	-2.04767334698505	7.17850856067017	51.3165372333415	4.54727111851352e-05	0.00599841901420915
ESRRA	-2.40037684337799	5.17154155681137	50.8891860808501	4.70132400865879e-05	0.00605465218332509
LINC01252	-3.60331293272893	4.43218857394267	50.8801542063288	4.70464776871655e-05	0.00605465218332509
CLIC4	2.65352281254697	7.16366449553762	49.883675746159	5.0895795932034e-05	0.00647112451169584
NCEH1	2.22242652032557	8.67895904670639	49.4285400064278	5.27809627124602e-05	0.00663092261314991
LINC01508	4.15143953654108	4.72569739085487	48.9487388856785	5.48610808122722e-05	0.00681116453896363
PBLD	-2.29092092275296	5.7847035807183	48.5759965411831	5.65461782063903e-05	0.00691618492640437
KLF6	2.95496352238551	8.71030867184193	48.2536223987195	5.80545774682717e-05	0.00691618492640437
RANBP3L	-1.91640191119169	7.81195169698235	48.170826076336	5.84498543567477e-05	0.00691618492640437
DMGDH	-2.24475253858543	6.54716006088339	47.8301806188066	6.01109684105482e-05	0.00691618492640437
TAPT1-AS1	-2.21007679759053	7.24196749396787	47.5002603201652	6.17748340262853e-05	0.00691618492640437
CACNB2	-3.34243177455093	7.34984662224219	49.2414824342751	6.19946841981106e-05	0.00691618492640437
P2RY6	-2.57222881462206	4.78718062051321	47.2963158113576	6.28314184398001e-05	0.00691618492640437
AKR1C1	4.2129801420692	5.10916277062903	47.2017939201599	6.33285618011353e-05	0.00691618492640437
MYH14	2.29754915378955	6.97420740755636	47.200394451674	6.33359582585455e-05	0.00691618492640437
MAST4	-2.00766935171667	8.41830959944864	47.1078414850927	6.38274594971859e-05	0.00691618492640437
KLF5	3.26022370182048	6.40592605125777	47.0865064647686	6.39414160392162e-05	0.00691618492640437
CAPN8	5.44114444360681	6.93016867265352	51.6402947184406	6.47813481460062e-05	0.00691618492640437
DPP4	2.46322352134938	5.8448566507151	46.9174136091574	6.48533986680204e-05	0.00691618492640437
THSD4	-2.3458795317227	8.64604082182209	46.9121128164041	6.48822427474683e-05	0.00691618492640437
PLAUR	3.77742914617726	5.39679414339589	46.7218710095936	6.59278443441817e-05	0.0069573654136415
ARNTL2	4.68424087121286	5.44557704372712	46.7607055060267	6.9058326824174e-05	0.00721556953441097
GRIP1	2.07002319220929	7.44524086009007	45.7737854459434	7.14550038127731e-05	0.0073089500522267
PXDNL	-2.33043316834697	5.54268685576251	45.7252121058185	7.17530645609092e-05	0.0073089500522267
LGALS3	2.92116458575106	6.81432259685862	45.6169954744502	7.24225707813547e-05	0.0073089500522267
FAM222A	-3.19710647750203	4.43581469335966	45.568921845891	7.27224254225152e-05	0.0073089500522267
ATP1B1	-2.46922091327835	9.1343039749258	45.2575711370745	7.4701440438762e-05	0.0074308593337582
IGKC	8.70805715281955	4.80954008387452	53.6124775438907	7.62556603720962e-05	0.0074308593337582
FXYD6-FXYD2	-5.28720887792161	5.01534930088664	47.2015133797344	7.63394356564441e-05	0.0074308593337582
ALDH1L1	-3.63708798317542	5.83791479763433	45.8542073929424	7.67519821263758e-05	0.0074308593337582
LAMB3	4.30896457552893	6.38819978239999	46.6500641996082	7.82222150215941e-05	0.00750435486475348
DAPP1	4.61098428579461	4.90774635431075	44.498452959001	7.98080112840792e-05	0.00758751300072872
ST8SIA5	-3.62976211422391	4.00324213016689	44.3296120960299	8.10009299726596e-05	0.00763216798215604
LAMA3	6.45904510537821	8.96228010162805	52.3171238361924	8.24071973780171e-05	0.00769595711442668
DUSP9	-5.73847971910993	3.60068322123587	43.7628917553448	8.51668183844274e-05	0.00788390731939353
SYNDIG1	-4.57912561753011	6.06048473503708	47.5279664017108	8.82520370298451e-05	0.0080499714882631
CLUH	-2.6877884149147	4.51775882373695	43.3157852139052	8.86384581095485e-05	0.0080499714882631
TMEM132C	-4.12189147075389	4.8337457897758	43.3838171210484	8.9249186404509e-05	0.0080499714882631
GPRC5A	5.69013538588552	8.12494030323228	49.9397548767614	9.10755139692928e-05	0.00814508388913514
GABRB3	-2.85814970861813	5.67815703428261	42.787745732886	9.29629791589666e-05	0.00824401948793761
GJA1	4.10770400629839	4.14719424134754	42.5076328640188	9.53611909540835e-05	0.00838622206782036
SMOC1	5.05566517460457	5.03178720077798	42.7083544981699	0.000100471901423242	0.00856687104040276
KLF2	3.37260420651407	5.27186944218825	41.9295364584931	0.000100553060095144	0.00856687104040276
GAD1	-4.23265137639813	4.4446130297693	41.8443169447187	0.000101347199819288	0.00856687104040276
ANXA3	3.34773655664951	7.04100966602298	42.6253742050125	0.000101646122487285	0.00856687104040276
TMEM37	-4.65474627906703	4.16314245326561	41.76750482419	0.000102069539558146	0.00856687104040276
AC092078.2	-5.22545757740357	7.08527919741278	49.1747966494444	0.000102729723714866	0.00856687104040276
AC097515.1	-3.24729714931698	4.62901915499378	41.6592797632724	0.000103097945809831	0.00856687104040276
S100A10	2.71694940820771	6.39509855157143	41.3510271889114	0.000106096960870028	0.00869710201680762
EDIL3	4.91247775546256	7.0872605961972	45.1905129092186	0.000106313480542801	0.00869710201680762
MCU	2.41548569418443	8.66746745691816	40.8269404267091	0.000111443392893974	0.00904663173238544
PPL	2.44594354937075	6.60886721278932	40.7235102189185	0.000112536932999497	0.00906566606063884
LRRK1	4.25222158848999	3.92608990217442	40.6280945810463	0.000113557333210197	0.00907856467702428
AC108058.1	5.34684322112916	4.43701245903372	40.5079339001752	0.000114858425507455	0.00911354108556518
SLC15A2	-2.28228273245029	5.46338765734859	40.4052005275882	0.000115985220878948	0.00913426892489208
RBM20	-5.28234689456825	5.56308266578059	43.6606711314614	0.000120635974887178	0.00940282968977958
ABCC5	-2.64341974113198	7.20053909325064	40.0888708671531	0.000121177374946463	0.00940282968977958
SOD3	6.47470654268505	4.72285303124203	40.3309301107103	0.000125490379482363	0.00966642317282758
FRMD4A	-1.9920562715625	7.49590875030125	39.43064698686	0.000127372163782443	0.00974027858258063
LARGE2	-2.69927299687474	4.86285566869377	39.3030168882011	0.000128962258789674	0.00979092602163618
SLC47A1	-2.33911820689535	4.94059073643904	39.1273031957456	0.000131191115693361	0.00979731635717635
RFX2	3.48559450005868	8.69011068528938	40.352256885831	0.000131817468392483	0.00979731635717635
PCAT18	-5.42554645976144	3.34645028369938	39.0195316653951	0.000132581353064429	0.00979731635717635
EMP1	3.52306795998488	8.31173325804789	40.4145653194863	0.000132759996122071	0.00979731635717635
KRAS	2.20889259517052	6.69690493544614	38.8001032431009	0.00013546776468296	0.00982874071442835
VCL	2.53174629909547	9.3757213512958	38.7915102783456	0.000135582345900419	0.00982874071442835
DNAH5	2.24933844263056	5.93966635100248	38.7545501869556	0.00013607652930441	0.00982874071442835
TSPAN9	-1.85068278688337	7.61392248056226	38.6806454719078	0.000137071277773123	0.00982874071442835
AC020916.1	4.01423170980415	6.44296881048592	40.5294750781121	0.000138223233044151	0.00982874071442835
AGXT2	-7.55590907719037	3.38688409645943	52.7179086424803	0.00014035401259342	0.00982874071442835
RAB31	4.28049806909075	5.78214041825635	39.6547815499733	0.00014133055935813	0.00982874071442835
PPP1R14C	4.2118898837278	6.82896400231022	41.7896184850099	0.000141540646815711	0.00982874071442835
ESYT2	2.2248920906025	8.721664788041	38.3545088720417	0.000141568140679722	0.00982874071442835
AC113383.1	4.7894607819043	5.05470150425316	38.8805277683793	0.000144122728290195	0.00994070033755834
AC096564.1	4.43812783676053	8.72685117134451	41.4432138862953	0.000145887800937657	0.00999710365776038
TP53BP2	2.27211795429043	6.93207112896723	37.9055398970475	0.000148056112406565	0.010080233253074
DNASE1	-1.99497145575792	6.38232445434695	37.7513285422763	0.00015036769518489	0.010171989021065
PSD3	3.7845837511922	8.1249211909599	40.0948451804384	0.000153399165176646	0.0103109642682111
SLC4A9	-3.60974463127748	3.58300953191787	36.7310885104514	0.000166818977063097	0.0109397830185013
RAP2C	-2.31331364774165	5.52414246480461	36.6331835503139	0.00016851024724382	0.0109397830185013
KCNMA1	-2.77964756340486	5.22438650339209	36.6271192935502	0.00016861568943698	0.0109397830185013
OBSL1	-1.98716638818102	5.62341055497898	36.4691407014136	0.000171391041879515	0.0109397830185013
SORCS3	-2.3506213344502	4.76124886767407	36.4244749822102	0.000172185782615501	0.0109397830185013
ESRRB	-3.42671981656687	7.49116841347406	39.3315536041092	0.000176267921177019	0.0109397830185013
SLC34A1	-7.96225670616628	3.71688483469358	49.3352294346119	0.000176809271994681	0.0109397830185013
PPP4R1	2.22528240974222	7.97975492264393	36.1488291750835	0.000177190836903994	0.0109397830185013
AK3	-1.89154666455348	7.84232537984108	36.1161069658789	0.000177796677120178	0.0109397830185013
PAPPA2	2.10887810519969	10.7142470831123	36.1106247221899	0.00017789842528367	0.0109397830185013
AC093523.1	-3.34394507736528	4.10134231427029	36.0473316278844	0.000179078264708379	0.0109397830185013
TNIK	2.9363209834713	7.60870286038702	36.610406195593	0.000179907158843056	0.0109397830185013
KRT7	2.89641037708034	6.15811693741041	35.9816711867229	0.000180312310492251	0.0109397830185013
AC068631.1	-2.62339666160254	6.64298618828333	36.108548674288	0.000180315331493807	0.0109397830185013
TCAIM	-1.99244507940048	7.28790423219037	35.9434655640709	0.00018103512293131	0.0109397830185013
ADAMTS15	-2.99711010814347	4.49491479574335	35.9428868483735	0.000181046098734973	0.0109397830185013
KALRN	2.25911726929939	5.36883157711303	35.8524694082604	0.000182770927586333	0.0109397830185013
PDK4	3.11778268673581	8.05405061219011	36.4745270427278	0.000183102016345691	0.0109397830185013
SULF2	2.71600134303872	6.88525954252291	35.8077192541641	0.000183631988990545	0.0109397830185013
FSTL4	-4.03735527404615	4.12751579755834	35.8072995724564	0.00018364008764162	0.0109397830185013
FMO4	-2.03533027768975	5.2188409156525	35.7576840702336	0.000184600594466153	0.0109397830185013
SFXN2	-2.92747755743332	4.12143464640813	35.6754401760988	0.000186206255936805	0.0109397830185013
ITGB4	3.94285604639051	4.27373967324474	35.6555427926637	0.000186597265548207	0.0109397830185013
ELF3	2.54078457036741	8.76918008354395	35.3795360897415	0.000192125595242409	0.0112016652297963
TINAG	-2.16957749414117	6.75549028834989	35.1846868532051	0.000196148642242896	0.0113208735878021
LYPD6	-4.6695529840394	4.42310682234303	35.7976665859763	0.000196315726956107	0.0113208735878021
NUDT4	-2.37300162348366	6.15810902528157	34.9499146196012	0.00020113303283097	0.0114689154037344
EPHX2	-2.54559102914494	5.40287692441387	34.9264350425447	0.000201639953566272	0.0114689154037344
CLDN16	-3.24810940882906	7.32495021079361	37.8195024421535	0.000202911914674176	0.0114689154037344
SLC5A12	-4.82793718337443	3.95588040478691	34.8168738028264	0.000204026018498619	0.0114689154037344
RETREG1	2.59295255696931	7.75715515998554	34.7898743484047	0.000204619289933562	0.0114689154037344
GABBR1	2.94670834494537	4.751032393066	34.7543231544722	0.000205403677750952	0.0114689154037344
PGM1	-2.09638046194791	5.39823000092481	34.6558762090331	0.000207594944590281	0.0115302602645328
AC078980.1	-2.95806158779795	4.31337132694326	34.5387118792325	0.000210240021542793	0.0116160363735136
MYLK	-2.54167154549545	5.5563386078704	34.413410311405	0.000213114327088019	0.0116717229959351
NRP2	5.47411931902902	6.4022844391355	39.2465917190469	0.00021345992023268	0.0116717229959351
AC016526.1	-4.60075015604646	3.78714812180997	34.1701669636858	0.000218831869590434	0.0118752361242255
SMTNL2	-2.75954283338164	4.99522145305487	34.1228134870255	0.000219966541905747	0.0118752361242255
EEPD1	2.13455254916604	6.9784853679273	34.0982567668972	0.000220557782654051	0.0118752361242255
ABHD11	2.09044958200846	5.4559123579645	34.0514803885902	0.000221689354951809	0.0118755724000327
CLDN14	-1.95880862712916	6.70647237527856	33.9544403664143	0.000224059473831035	0.0119419173097925
ROBO1	2.77457542050367	6.25400659786502	33.8551040660134	0.00022651769150994	0.0119591297984513
DGKI	-2.322488386178	4.49182224848382	33.8161991241705	0.000227489385569003	0.0119591297984513
RGS11	5.25408448782201	4.86255068191438	34.8562427459756	0.000227782155736635	0.0119591297984513
ZNFX1	1.88442476322544	5.93568241868761	33.6172726898746	0.00023253781085767	0.0121138576232531
INF2	2.82344827767083	4.56216086760068	33.5944487415316	0.000233125723580425	0.0121138576232531
RAB11FIP1	1.87532925080339	7.47325139661037	33.4980691472913	0.000235628359488339	0.0121138576232531
LRP2	-3.77553231673168	5.94880082541912	36.2036323030355	0.000237102320902345	0.0121138576232531
LMNA	2.42524807777901	8.41564659664699	33.4355174415401	0.000237270108298747	0.0121138576232531
IDH2-DT	-4.32721037338135	4.38478128171145	33.9363209946523	0.000238295914875904	0.0121138576232531
SLC16A5	1.91792396353396	7.56181197354696	33.3790341085109	0.000238764558479735	0.0121138576232531
ERAP1	2.17617519907298	6.76984593327661	33.014033356699	0.000248702989562696	0.012260698669801
RALGDS	2.75452396164495	5.32787393730732	32.9889546581817	0.000249404154821986	0.012260698669801
AC124947.1	-2.50276592053431	4.93037067446936	32.9844753827531	0.000249529642148013	0.012260698669801
RYR3	3.36354193363727	6.91357955163624	34.4846331859449	0.000249770331335458	0.012260698669801
MMP7	4.45820073742818	4.49653996521499	32.9223165990058	0.000251278982680484	0.012260698669801
VIM	2.75439343313026	4.58656354956832	32.9133294596607	0.000251533141763993	0.012260698669801
TMPRSS4	2.77355921844615	8.85288150505657	33.0130798067243	0.00025183509311442	0.012260698669801
RNF19A	2.31805994802706	8.88527048059989	32.8493531257622	0.000253351480732265	0.012260698669801
AC008440.2	4.33193750198467	3.5277489979741	32.8455317329805	0.000253460597977754	0.012260698669801
ARNT2	-1.57464995393051	7.24598538661558	32.7542737600623	0.000256083478622036	0.012260698669801
ELOVL6	-1.84542364381725	5.89496839108075	32.7435212269922	0.000256394691830026	0.012260698669801
ADGRG6	2.75626973432007	4.84757324862155	32.7393014278373	0.000256516952254164	0.012260698669801
GCNT2	-1.74808907435599	8.11030149397411	32.7150245549258	0.000257221706893872	0.012260698669801
ANK2	-2.54933745867813	6.25684435444513	32.7843909681446	0.000257924296853579	0.012260698669801
PPARA	-1.97098691350569	6.89669930349245	32.4711797028382	0.000264432829221088	0.0125137203891038
NTM	3.07632870105948	5.10489202273356	32.416714246353	0.000266076980857594	0.0125353141919205
AC123912.1	-2.41453777020774	4.88987528381536	32.299976441744	0.000269643056641181	0.0125703009289828
LAMA4	3.11306244912738	5.91758271823363	32.4403511660286	0.000270356898946189	0.0125703009289828
MCEE	-2.22418662425119	4.63572294783437	32.2452374627053	0.000271335228729539	0.0125703009289828
IGHM	6.863945907411	3.12181965008686	36.4352741192348	0.000272583127343305	0.0125703009289828
GPM6B	2.21528344032157	5.64254005939245	32.1989761627856	0.000272775411043026	0.0125703009289828
PDLIM3	5.20191945578451	4.31180496705885	32.2202372085275	0.000275275871896547	0.0125803782560161
NRK	-2.7163637108713	6.74126944988595	32.8846091798003	0.000275378316795196	0.0125803782560161
TES	2.2569373722011	6.89306084045324	32.0155169195319	0.000278579160411892	0.0126717494820116
AP000282.1	-3.79301212946392	5.07040843208257	33.1697487595114	0.000282236520000635	0.0127686455940486
TPM1	2.07852874236473	6.94400855871633	31.8749088579355	0.000283129258884428	0.0127686455940486
AL512422.1	7.42946464865257	3.61742376562921	35.8066440417466	0.000289382833679256	0.0129951363566689
LRRIQ1	1.66301830629181	6.52636641528067	31.518813160886	0.00029506347046081	0.0131469926596994
PDLIM4	3.97354697791435	4.52415979746691	31.4936119228113	0.000295931043189752	0.0131469926596994
CDKN2B	7.33931362074449	3.53968850816108	35.5537914943788	0.000296501871790814	0.0131469926596994
TSPAN1	2.77921715104047	6.00500102158775	31.4410388766291	0.000297750926981897	0.0131471361189956
DPYS	-3.41158224929761	3.43480584099561	31.362853440225	0.000300482675712475	0.0132124736533073
ITGB8	2.08443067971362	9.01399639892921	31.2951890569448	0.000302871480417272	0.0132622520034999
PPP1R26-AS1	-1.98014966968224	5.02250073930537	31.141154069191	0.000308396248771688	0.0133703959778422
KRT17	8.18183600887555	4.31444193931873	36.6208021301291	0.000308558055324356	0.0133703959778422
PTOV1-AS1	-3.02009903371793	3.53936145650199	31.1186576195428	0.00030921335685528	0.0133703959778422
ANXA2	3.78449436715167	8.35867326927148	33.492238851903	0.000312062186359051	0.0133703959778422
CLCF1	5.18134116589411	5.70293979049351	33.4893402794509	0.000312156849040681	0.0133703959778422
MIRLET7BHG	-1.55679317053521	6.6910545977836	30.9712985132429	0.000314631333951548	0.0133703959778422
PKNOX2	-4.25503103403347	4.09485753070979	31.017951899037	0.000316085473736473	0.0133703959778422
LINC01182	-1.62155352853003	7.56098063323323	30.8884041057916	0.000317729909315868	0.0133703959778422
MVK	-2.60628316881673	4.08049713873525	30.7817662168873	0.00032177081891325	0.0133703959778422
PLIN5	-2.62895930584814	5.05774246149547	30.7670067248047	0.000322335026731778	0.0133703959778422
TBC1D30	-2.20384610994367	4.59156410112614	30.7436950376629	0.000323228612118872	0.0133703959778422
CREB3L2	-2.40500181243345	6.98331657219135	31.1914483343533	0.000324193225303404	0.0133703959778422
UCHL1	-2.6385121150483	4.1805588016157	30.6859303870363	0.000325455875394605	0.0133703959778422
TMEM178B	2.52712353323383	7.78642402702574	30.7693330075785	0.000325502103228718	0.0133703959778422
GHR	-2.30986388518627	5.17753280805666	30.6800308785907	0.000325684395644766	0.0133703959778422
GPX3	-3.04565976960783	5.0174309817295	30.7602759469021	0.000325851548631116	0.0133703959778422
AC002429.2	2.3550970320772	6.23360162736841	30.6373261158543	0.000327344420901852	0.0133703959778422
AP003354.2	-1.87625775475122	5.49037082356401	30.5594188374035	0.000330399454678086	0.0133703959778422
MICU1	1.64295950979038	7.73863544032153	30.5386917794508	0.000331218076301774	0.0133703959778422
VIM-AS1	3.71474752260342	3.80780311888982	30.5274615984821	0.000331662646848435	0.0133703959778422
SLC2A1	2.97768326096401	5.58402580441024	30.5202713728338	0.000331947668548721	0.0133703959778422
AP002989.1	6.78828465713189	7.01482377377023	37.1450718064529	0.000333515449113922	0.0133793947267657
MYPOP	-2.54982216549786	3.82901925423051	30.4510545670244	0.000334706738166033	0.0133793947267657
DOCK4	-1.94953710862759	6.74854037920936	30.3538684040153	0.000338627968352473	0.0134850601887685
CECR2	-2.47606363801193	6.74183895470071	30.8015749363527	0.000340388701224401	0.0135042179098538
PISD	1.91787135559421	8.1774642875726	30.2493723825519	0.000342906694840962	0.01355316236201
PDP2	-2.83392633365124	4.23035701276259	30.0010153248969	0.000353342976428692	0.0139135389188507
AC096577.1	-3.26758123441861	3.55443906557614	29.8355233125026	0.000360512160620776	0.0140996225904563
TSHZ1	-1.98022632479873	5.01188578605483	29.8038292414914	0.000361905291517003	0.0140996225904563
ADAMTS16	-2.60323537307098	6.22409996014339	30.2777589626743	0.00036207691860264	0.0140996225904563
TMPRSS2	-2.58253174736673	5.2589792498264	29.7430592985495	0.000364594841149107	0.0141454755832593
MYO1E	2.37146479664199	9.74219610619091	29.5603536677068	0.000372828814184622	0.0144070119155984
AC022414.1	-3.49918800036471	3.50191692369883	29.5202286975144	0.000374667326094062	0.0144070119155984
IGLC2	7.94525139166147	4.09348030760951	34.004472968023	0.000376705110773609	0.0144070119155984
SLC26A5	1.89742908503685	5.34106433614878	29.4740547886968	0.000376796672861287	0.0144070119155984
TMEM120B	-1.58765603595316	6.59362494065824	29.401336727939	0.000380180072277662	0.014483900009914
B4GALT6	-2.37176841839023	4.65779162295037	29.1276096258055	0.000393252146672122	0.0149050630782419
BTBD19	3.60588227210122	4.6386061048331	29.0938271572052	0.000394903122909497	0.0149050630782419
LRP1B	-1.49636462542809	8.69683626912494	29.082223350769	0.000395472155965862	0.0149050630782419
TNS1	-2.22848447501667	7.00030527208156	29.1186735185287	0.000397494482989744	0.0149183979088711
RAP1GAP	-2.06636001112683	5.74956462131135	29.0177253381074	0.000398653293878674	0.0149183979088711
LTBP2	-3.64617567739586	4.56168710469037	29.4137768031955	0.000401662996941396	0.0149461766555376
