logFC	logCPM	F	PValue	FDR
ANXA1	4.11595381374878	8.47622172957395	48.8040693233654	4.27309428936277e-05	0.0118329674885642
HDGFL3	3.70067856202421	5.59792141535968	48.1084743658871	4.53410339173551e-05	0.0118329674885642
MAL2	3.8297111445677	6.63007998722813	47.4208850868581	4.8112285162589e-05	0.0118329674885642
GRIN2A	4.71381919391212	5.40571966306057	47.2692364269756	4.87507051381538e-05	0.0118329674885642
AC096577.1	-3.91635170690522	7.28533508392415	47.0161272170427	4.98391632435881e-05	0.0118329674885642
MME	-3.32867075712823	5.81881935778187	45.5077599463252	5.69692037099275e-05	0.0127170578287541
TKT	-3.56057092114597	5.36229740024848	45.3693771878495	5.76830745512905e-05	0.0127170578287541
NPL	-4.64461306092605	5.57368767886877	44.7613813569591	6.09502288630223e-05	0.0129739918197047
ANPEP	-2.83404142719138	7.78637936473752	44.2298080704405	6.3991021118657e-05	0.0131672191121823
PLPP3	-2.62596789184973	7.12635396812355	42.8878617332104	7.25197753805227e-05	0.0142298105988117
DPEP1	-4.53170484674556	5.48922128241143	42.7078507238508	7.37654202433135e-05	0.0142298105988117
PGGHG	3.71191871709885	7.00625740805375	41.9952960628249	7.89564023910373e-05	0.0147696324836325
CCL28	4.81953290370941	5.91447961840781	40.7820020102677	8.88478604154018e-05	0.0161311130101257
AC019197.1	2.31394627340459	8.26010445429095	40.2824888773707	9.33506720707435e-05	0.01646439139122
SLC19A3	-3.44886960986733	5.44914054079281	39.2843297742805	0.000103201559347562	0.0170030037555593
ITGA6	-2.41061431797511	7.31647609683038	39.0471740905297	0.000105723471302496	0.0170030037555593
AL078590.3	-4.44486991838757	5.03508144304804	38.9057467721874	0.00010726278952632	0.0170030037555593
SLC5A2	-5.01836097766104	6.0067281676826	38.6983500853916	0.000109569301229179	0.0170030037555593
KRT19	4.2236341010128	6.03522025589229	38.6257123499906	0.000110391233498472	0.0170030037555593
LGMN	-3.24256082959584	5.55239511884531	38.3278500957539	0.000113840418059479	0.0170030037555593
SPP1	-2.82415738906389	9.33845176764892	38.1494993797897	0.000115967911644663	0.0170030037555593
CARHSP1	-2.69081520449393	6.71192337690547	37.7468148168023	0.000120950381162619	0.0170030037555593
SLC9A3R1	-3.48495792981963	5.17725626380362	37.6356580232322	0.000122370937187403	0.0170030037555593
AC087762.1	-2.93477569110686	7.48038603029146	37.5140112249378	0.000123948674712485	0.0170030037555593
HDAC9	2.59993850460305	7.86146942243597	36.3681743191417	0.000140081226957175	0.0187314039420617
TTC38	-2.67047900918048	5.96389256107131	36.1024590041344	0.000144176978976831	0.0187314039420617
UNC5CL	-2.79890021445893	5.66430193639551	36.0090112923272	0.000145651610111609	0.0187314039420617
KRT7	2.97142394361574	6.61238222216157	35.5132881068736	0.000153785462603938	0.0193738298092675
CNTNAP3B	-2.54614833330429	9.26012549364623	35.1530215614259	0.000160041906315625	0.0197587737537271
AC096564.1	4.10604899583031	7.54711939057126	34.8983166139326	0.000164650869354579	0.0199292120887414
DOK6	-2.83999376974479	6.93711136902952	34.3427953741541	0.000175270793724723	0.0202033899762321
SYNDIG1	-3.38214601540477	7.37897141126325	33.8635552588754	0.000185102207376121	0.0202033899762321
ABCC2	-2.94736424640923	5.40110677249601	33.8439084774314	0.000185519252648248	0.0202033899762321
SLC28A1	-2.99050408640664	8.04026930788131	33.6826106961878	0.000188986333693903	0.0202033899762321
HPN	-2.18049542735007	8.28367723630745	33.663534865776	0.00018940151376085	0.0202033899762321
TEX14	-2.50595984933331	6.01026912855231	33.4836563886361	0.000193371105500651	0.0202033899762321
TM4SF1	5.31798844333562	6.22074895893394	33.4401962770074	0.000194345192761746	0.0202033899762321
ALDH1A2	2.46353460115356	8.2958761785354	33.4174030249378	0.000194858431529199	0.0202033899762321
FRY	2.3910185979225	7.42297266772873	32.9849930611542	0.000204911925197628	0.0202033899762321
NOX4	-2.77873860969796	8.45873995813701	32.7936616846687	0.000209559424122338	0.0202033899762321
AC020916.1	4.39068621941381	6.23238984146609	32.7851785122026	0.000209768409928686	0.0202033899762321
NR4A1	4.80439151550987	7.62076011316687	32.7692191056713	0.00021016225690972	0.0202033899762321
GPX3	-2.41753453594209	6.39750921069423	32.6970655200601	0.000211954035359385	0.0202033899762321
AC011444.2	3.93677920680527	6.23813114693931	32.6657999921386	0.000212736165309426	0.0202033899762321
CHL1	2.70719074557353	7.73793867191775	32.2899908475911	0.000222415173976704	0.0208025586205787
MAN1C1	-3.99518875500935	5.62528457806727	32.1303730018753	0.000226686376995491	0.0208855970924353
FAM20C	-2.81723488645681	7.28634076873703	31.9181013864536	0.000232520857706829	0.0211081066856508
SGIP1	3.06243597455331	5.57183980936654	31.6166687857851	0.000241120457789398	0.0215715447236805
HAVCR2	-2.93950181665237	5.78077746492307	31.3995410374103	0.000247553240421909	0.0218306593303492
FTL	-2.500458216926	6.34318646317795	31.2502487669571	0.000252096556589289	0.0219044016000453
NXNL2	-2.47413819672861	5.89605685398574	31.1409607658567	0.000255486297619191	0.0219044016000453
SCARA3	4.12721561377348	5.19698118686896	30.9178924122167	0.000262577338167067	0.0221019908319232
TES	2.45522031053284	6.88373360178431	30.8448167273643	0.000264951777346885	0.0221019908319232
TUBB6	3.33930577217108	6.40155212247819	30.6961781306408	0.000269861885919931	0.0222114322904498
ABI3BP	2.64537685768587	8.31434978998601	30.4307213000979	0.000278906918340565	0.0222682932354228
FTCD	-3.7275866300154	7.86355264261159	30.355884406583	0.000281522655522878	0.0222682932354228
CNTN6	3.61280231533383	5.12804551600076	30.3153905977637	0.000282950351375391	0.0222682932354228
MICAL2	2.60231932009981	5.70274129819922	30.2581839575509	0.000284982207289552	0.0222682932354228
SLC39A14	-2.61771353324485	6.70750197578417	29.9919253171153	0.000294673950178142	0.0227377786806209
CD83	-4.29076192273529	5.0224765980242	29.8685421746127	0.000299299651765253	0.0228095895104557
ATP10A	4.18326381294729	5.41956472510991	29.6639908319778	0.000307162928973766	0.0231233751287202
SLC47A1	-2.34203901796568	7.42676784027102	29.4606844252339	0.000315226587342298	0.0234445026947471
AC245014.3	-3.74180895804683	5.58705172835407	29.2741736686844	0.000322849648194911	0.0237256056941332
HIST1H2BC	-3.44386495262422	5.34389153149176	28.6242515513117	0.000351210087140106	0.0255061160931279
RYR3	4.47160919408276	6.99620644551336	28.2631875548982	0.000368264119165173	0.0264336559024025
POF1B	5.03036623532489	5.33529559958794	28.1300675394515	0.000374802697862688	0.0265937592403031
NTM	4.44252108001281	6.5175497486344	27.8662998957031	0.000388177035411007	0.0271154922807581
TMEM130	5.59291168544719	4.86473048886075	27.657204902527	0.000399189889781689	0.0271154922807581
GRTP1	-2.17834378015124	6.04243833398701	27.6475277009185	0.000399708643610553	0.0271154922807581
ROBO1	2.31898690424607	7.36199063941047	27.647200562524	0.000399726194321883	0.0271154922807581
SAMD5	-2.72171801034374	7.93330407477412	27.3627894963805	0.000415342789217827	0.0276637477635567
FBXL7	2.43098795064974	7.23668466640305	27.2813993248606	0.000419946585120332	0.0276637477635567
CLDN10	-3.03660388850049	8.67641843288965	27.1975658088858	0.000424753109250705	0.0276637477635567
SLC36A2	-3.62965951418452	5.58510441261824	27.1805979271742	0.000425734008996904	0.0276637477635567
AL033504.1	-2.56727889625703	7.58877502387035	26.7275029544358	0.000452967360996447	0.0281209904425694
HIST1H2BD	-5.3689656530435	7.96800266082124	28.8037889938461	0.00045938486300458	0.0281209904425694
HECW1	-2.65645444513492	5.33785895551073	26.610232485248	0.000460355265381466	0.0281209904425694
EYA1	4.77234810558593	6.44562063072509	26.4470585352776	0.000470878461493045	0.0281209904425694
PLOD2	2.18979876034666	8.22281451153702	26.3776900697933	0.000475439868272368	0.0281209904425694
CMYA5	-2.02486425138695	6.78376224425566	26.3755224649863	0.000475583258628103	0.0281209904425694
AXL	2.98882999389455	5.45334311246555	26.373262660943	0.000475732803660996	0.0281209904425694
PARM1	-2.70754301878824	5.48127427988124	26.3707864215988	0.000475896736691211	0.0281209904425694
ST3GAL1	-2.25937117816983	7.25127377841487	26.3620729606527	0.000476474131006862	0.0281209904425694
CHST9	2.03517634300587	7.48725743212287	26.3342179583063	0.000478325610962221	0.0281209904425694
MET	2.06169792180746	9.83402884503678	26.1186944986266	0.000492948439843989	0.0287072709354429
MEG3	-3.45363530916404	6.00753940499908	25.9212461106691	0.000506820754907373	0.0287652764465449
MAMLD1	2.62591435571534	7.26594988258886	25.8491815352618	0.00051200089298889	0.0287652764465449
RIMS2	3.60164039537112	6.36345567594978	25.8424379296144	0.000512488897515694	0.0287652764465449
PMP22	4.12373813836775	4.85121359269011	25.8411260288482	0.000512583899096054	0.0287652764465449
SLC38A11	5.7181511852266	6.67986746604699	26.1769599439633	0.000541095433495571	0.0300917307294429
LPAR1	2.84804321092238	5.46376571421103	25.3757165208902	0.000547670164260022	0.0301723160372462
WEE1	2.97451647825105	6.90234770785139	25.3167435971262	0.000552320057056346	0.0301723160372462
PDLIM3	3.48958557846082	6.37293219949196	25.241085495647	0.000558355504989547	0.0302344608096533
TMEM72-AS1	-2.4766331457085	6.57597527641823	24.8487229156732	0.000590962829955496	0.0316415862554224
AC003984.1	2.96076886901482	5.33151973116554	24.8066594642042	0.000594593229487931	0.0316415862554224
COL4A5	2.77059838529666	5.98236574529724	24.6566619281277	0.000607760190081338	0.0320658431912145
FGF14	1.89608235915606	7.72765243165591	24.5731967179599	0.000615239226104761	0.0321853537520736
AC136475.3	3.87606298468923	5.47760660360157	24.4987576583177	0.000622003337985459	0.0322657697931449
NPAS3	1.70885850941754	8.35059253790233	24.1717691744579	0.000652800443691817	0.0333170772430609
OSBPL6	-3.61559219730763	4.92183445456645	24.1690478948803	0.000653064368444901	0.0333170772430609
NR4A3	4.2040072787014	4.93456692689996	23.8026213095156	0.000689809251640987	0.0349032172981952
PRKCI	1.86247038416883	7.57328490610543	23.5930404747511	0.000711947891618677	0.0354028651418126
CELF2	2.64686554369163	7.04468668205797	23.5535333369287	0.000716216672020921	0.0354028651418126
PTGER3	-3.62853318776432	4.9573029747035	23.4958796702647	0.000722501775188528	0.0354028651418126
GRM7	4.4981307801368	5.9485727960979	23.4947599840871	0.000722624495037807	0.0354028651418126
MAL2-AS1	4.04973480067067	4.78622804567306	23.348308299639	0.000738895018467195	0.0359149523543149
SKAP1	3.13277228697068	7.45423814232991	23.2268891789352	0.000752720678259225	0.0362353234030485
AC004053.1	-2.90123755851375	6.44243355030409	23.0975677271584	0.000767791067095593	0.0362353234030485
CCND2	3.39859787360774	6.78814324807093	23.0802327877536	0.000769838752293446	0.0362353234030485
SMTNL2	-2.60794116010959	5.10854754020552	23.0719279472387	0.000770822094563607	0.0362353234030485
AL627171.2	-3.29508400909385	5.94148654789573	23.0381604780813	0.000774836009914531	0.0362353234030485
COL6A2	2.53463730678768	6.29552603376622	22.8579432219192	0.000796689981091531	0.0367940351671381
SHMT1	-2.03439104141288	6.7046069280956	22.822195649125	0.000801112899304356	0.0367940351671381
CD9	2.40109758410825	5.99565425464005	22.7851727607675	0.000805724889515486	0.0367940351671381
TRIM55	3.13386845195025	6.02535807182084	22.7349021947819	0.00081203857327378	0.0367940351671381
ANXA2	2.19075386336238	7.96067871652671	22.6669343577684	0.00082067016032312	0.0367940351671381
FGFR2	-1.89213524622018	7.17112086526305	22.6522770125991	0.000822546063998876	0.0367940351671381
LAMC2	3.49674476903789	7.62680081589023	22.546084514201	0.000836292701846209	0.036872080557949
CERS4	-1.95067471086361	6.81484464100161	22.5091811715258	0.000841134667849028	0.036872080557949
PAH	-2.4134754058113	5.69421592885447	22.3724847600666	0.000859367531281564	0.036872080557949
CGNL1	-2.62470953880588	8.60413529965032	22.1996093884567	0.000883114156796885	0.036872080557949
CDCP1	3.9270646537866	5.2927983498042	22.1948502217538	0.000883779015136003	0.036872080557949
ANKRD44	2.49940346964273	7.38781629300285	22.1268141460849	0.000893350080193301	0.036872080557949
MSRA	-2.05908146571798	7.71530816622145	22.1216514692922	0.000894081441556706	0.036872080557949
AL391117.1	-2.93873756381915	7.1652759415712	22.0920966070316	0.000898282218570013	0.036872080557949
ATP2B1	1.86119125836259	7.17076964402695	22.0896011565847	0.000898637998787535	0.036872080557949
ALDH1A3	4.2161812409355	6.44312396280129	22.024633800035	0.000907960643180767	0.036872080557949
ADORA2A-AS1	-3.31328288954561	4.69057461436813	22.004872712066	0.000910819435503622	0.036872080557949
VCL	2.35964499042599	9.06322981877739	21.9744198646303	0.000915246286944116	0.036872080557949
LINC01322	2.53575015008754	7.28857533519506	21.9121789813203	0.000924375151439438	0.036872080557949
MMP7	2.90607803552053	6.56450198596688	21.9025331587969	0.000925799722089508	0.036872080557949
MAP2	3.69558972325722	6.2618618192947	21.8690557217883	0.000930764537507844	0.036872080557949
APOE	-3.62039207355545	4.66565225193252	21.8561298494741	0.000932690084627217	0.036872080557949
TSPAN5	2.78895224552373	5.82992066824896	21.8438690447612	0.000934521003551144	0.036872080557949
AC079298.3	3.70960671128631	6.79148168302563	21.8266020690298	0.000937106863181048	0.036872080557949
TPM4	1.78618478652628	6.87357743255675	21.8221158949815	0.000937780114627894	0.036872080557949
NFATC2	4.4697521557658	7.32042703517445	22.5804493899159	0.000947639178477665	0.0370239028401432
BMP6	3.37124727851384	5.01006541550618	21.6030916590545	0.000971371584975358	0.0377124326669993
GABRB3	-2.41601430339254	5.47673271731116	21.4759089970173	0.000991544340121914	0.0379165622798705
AIFM1	-2.22219547144355	5.75444513744112	21.4688602520026	0.000992677078735384	0.0379165622798705
MYOF	2.18821478155041	8.04036900994989	21.4540859775183	0.000995056389006806	0.0379165622798705
AC107021.1	3.21760058869244	6.42601537970504	21.3189227138959	0.00101714639140891	0.0381200847506335
PAPPA	-1.93143241077667	8.17589160126201	21.3110473987979	0.00101845162811571	0.0381200847506335
HSPA5	-3.08374857934853	6.1815520790632	21.3082040599695	0.00101892337337673	0.0381200847506335
ABLIM3	-2.54023833023293	6.46359653659618	21.2283656635958	0.00103227791194693	0.0383870575328217
SLC7A7	-3.71493269888686	4.91442799429313	21.1046194063928	0.0010533970790249	0.0389378453222798
SLC5A10	-2.59008814363244	5.75529673415489	21.0415617568484	0.00106435936731899	0.0391088712765483
RFX3	1.6018307828748	8.30383336665571	20.9773917268619	0.00107565676115946	0.0392901135303985
MYO10	2.41479196515107	8.11531538874647	20.8138625015443	0.00110510792133925	0.0401284188142777
DAB2	-2.3721020106548	5.24444133980255	20.6126984008825	0.00114268417039413	0.0412502303148711
ACTG1	2.87607381185312	7.17528224989665	20.5014596224636	0.00116412528165812	0.0417799149050906
VCAN-AS1	3.47510426363149	4.76801335846534	20.2743824292579	0.00120942208552854	0.0430629156569144
AGXT2	-2.50859751131854	5.80958037765653	20.2528547049422	0.00121382590706352	0.0430629156569144
NOTCH1	-2.94696787132535	5.03998611267915	19.9799155585857	0.00127137441184474	0.0448468242532433
ELMSAN1	-1.77752899266901	6.88067852801479	19.8687864070154	0.00129574643775934	0.0454468338652751
TXN	-1.81743015311347	6.47204404629412	19.748673421082	0.00132272622654226	0.0459051548194451
AC113383.1	3.77180738345171	6.37064613770672	19.6904025546611	0.00133605926256763	0.0459051548194451
MAST4	-1.77615792889827	9.27177558336644	19.6459824682482	0.00134633221418618	0.0459051548194451
DPYSL3	7.11753808854749	4.28521324076739	21.3283303310906	0.00134964473959547	0.0459051548194451
MYO1D	1.98487386676859	8.6936601982514	19.6187180861935	0.00135268485292373	0.0459051548194451
SYNE1	2.01874319968486	10.1023344837622	19.6155199396769	0.00135343239545424	0.0459051548194451
KCNMB2-AS1	2.30719284709469	6.88726978091733	19.579852496839	0.00136180329475382	0.0459366761667506
CD200	1.92302980379479	6.37251201799599	19.4609920150266	0.00139015408764828	0.04624624638922
ALDH8A1	-2.53833817648323	4.98053197025318	19.4485338809159	0.001393166712693	0.04624624638922
FSTL4	-2.98544696870535	5.26438028086252	19.4473406786668	0.00139345566635265	0.04624624638922
HOMER1	3.27811616529161	8.1869571471343	19.3476101108067	0.00141786502972969	0.0465937422198714
MIR222HG	4.87383071037838	6.98965074185	20.527588812517	0.00141902211847332	0.0465937422198714
FAM20A	-1.9878806132853	6.30588368611866	19.2262888054654	0.00144825883241395	0.0468748905447935
PLCXD3	-2.71083582741167	5.41319452541669	19.2181050369389	0.00145033724862599	0.0468748905447935
LINC00621	2.47071639724331	7.96040307690106	19.2179952568643	0.001450365153743	0.0468748905447935
PFKP	2.96867908209608	7.9831705500961	19.1314512754756	0.00147256708647872	0.0473445657543393
KCNK5	-3.08556562972576	4.99058644962305	19.0515952077737	0.00149341841475899	0.0477661755145455
AC005699.1	-1.60617926524478	8.21916340470083	19.0118534076666	0.00150392830279814	0.0478543784184169
AKAP12	1.78845545453531	9.55561905856251	18.9715843895966	0.00151466887919582	0.04794897944244
AP002518.2	2.38622591958806	6.39412662379644	18.9061707352839	0.00153231425777081	0.0481987176381831
GRM5	1.68811033602227	6.7523776426348	18.8846493547898	0.00153817388218404	0.0481987176381831
EML1	2.03710343782678	6.21221653618053	18.7537349548168	0.00157440689798566	0.0490135187559821
GLDC	-1.71572435208112	7.07756677725265	18.7336495184161	0.00158005673618021	0.0490135187559821
NR4A2	2.96539610743336	5.29114023579838	18.5670312290802	0.00162788164130424	0.0502445668588554
RBFOX1	2.21354079306754	8.12283087427435	18.4367367503702	0.00166650273034811	0.0511807032559148
EDIL3	4.34834388405435	8.11027254477727	19.351461576461	0.00171630664649079	0.0522999899427683
ARHGAP18	2.05384058050025	6.96556919310505	18.2625038104229	0.00171989275204633	0.0522999899427683
EPB41L3	-1.96422809559008	7.2717646765539	18.1302310777102	0.00176180904290734	0.0533119961856226
DOK5	2.44371203942291	5.17979418086741	17.9784923194742	0.00181142435956632	0.0540318919101445
LINC02275	-2.93222787521475	5.05692024557245	17.9751021643986	0.00181255201153507	0.0540318919101445
CYP24A1	-2.83590647813897	5.36802640111621	17.9668025271226	0.00181531626432698	0.0540318919101445
TTC39A	-1.96331426428218	5.82695800772498	17.9509468185607	0.00182061129391059	0.0540318919101445
CARD11	3.32780628402045	4.99113427447605	17.8890463592046	0.00184146247451246	0.0543892241873945
SCEL	3.56895905160217	6.50748813134491	17.8307611180559	0.00186136016814079	0.0547151253234908
ESRRA	-2.06259683833584	5.78886206515939	17.7315658343478	0.00189582471054945	0.0553856054073284
PLCB1	2.21334288633952	9.43767268054216	17.7136998218599	0.00190211377715108	0.0553856054073284
BCL2	1.52921885318769	9.73159241011822	17.6678198917174	0.00191837995896638	0.0555969928953027
ARL4C	3.09539437626643	5.73793170416558	17.5707976606601	0.00195333508068344	0.0557692789937258
TBC1D14	-1.57433417740099	7.04861770901498	17.5630455726047	0.00195616106697785	0.0557692789937258
PTH1R	-2.00126730401174	6.53545335085996	17.5471960254007	0.00196195433503638	0.0557692789937258
AFF2	-2.03194654472796	5.88977137944776	17.5403872529507	0.00196444941747049	0.0557692789937258
PTGFR	2.48064224652031	5.73422359779521	17.5130298989647	0.00197451328498423	0.0557692789937258
DUSP5	2.86350321428003	5.84935681110077	17.5021551658846	0.00197853103833241	0.0557692789937258
KITLG	2.7065443054807	7.06496469993334	17.456902839493	0.0019953563122327	0.0559878841609656
ZFP36L2	1.71202604591562	6.39757580584691	17.4153146229181	0.00201097192158687	0.0561707224975372
SGCD	-2.2047465753426	5.98967282199437	17.3602625668768	0.00203187073120129	0.0564988199266017
C8orf34	4.49698675168197	6.1041245728788	17.2207617633271	0.00208601455737239	0.0577442505052007
KCTD8	3.15926845821137	7.02612412468539	17.1692056500861	0.00210646503563477	0.0580500386829172
ABCC6	-2.2345918198387	6.50077092121187	17.0588430005042	0.00215106244763401	0.0590155932855323
SYT14	3.36038450036921	4.87555254778533	16.9885555249851	0.00218006080776083	0.0595238404039233
HS3ST1	-1.45283099115646	7.63777874343857	16.9674202326683	0.00218887279632117	0.0595238404039233
ADGRG1	-1.83228539749225	6.58468272161315	16.9368495748064	0.00220169499006566	0.0596099262003304
SLC6A8	-2.85262112358502	4.8774654121075	16.8617976595828	0.00223356091361193	0.0596896400501364
GPI	-1.6579174647105	6.3207061190625	16.8550992864948	0.00223643195195407	0.0596896400501364
PLEKHH2	1.81082376069564	8.08724342778112	16.8526246431556	0.00223749375500927	0.0596896400501364
CTNNAL1	2.04255617082669	6.71101341574641	16.8252388646062	0.00224928503552945	0.0596896400501364
MACROD1	-2.05036210858784	5.85980286020651	16.8166776382066	0.00225298657568148	0.0596896400501364
RP1	6.10406356496871	7.91957811446231	19.4993429941258	0.00228299341372811	0.0602261467647164
HSD17B14	-2.00696204844995	5.62038479463154	16.6875546676087	0.00230971741780108	0.0605699417526716
MLXIPL	-2.20249125251661	6.23220963607934	16.6742738733219	0.00231564980619318	0.0605699417526716
LY6E-DT	-3.38582022768267	4.39747989295951	16.5896098139846	0.00235390435247085	0.0607828207259496
C12orf57	-2.53595248776776	5.05592422460152	16.5779277594635	0.00235924254076945	0.0607828207259496
EPB41	-1.38709713418173	8.09923885601224	16.5557567907612	0.0023694140018505	0.0607828207259496
SLC4A4	-1.6424584162007	7.74587950275832	16.5496185975291	0.00237223940841799	0.0607828207259496
MEI4	-2.2466268464576	5.48525179058717	16.547921742331	0.00237302118823163	0.0607828207259496
TRIM8	-2.27051278704006	5.41881377561075	16.515515132071	0.0023880115923794	0.0608071913785962
GPRC5A	5.92671748884523	6.41232582060726	17.3969817313382	0.00239992196970239	0.0608071913785962
MYO7B	-2.01514803845654	5.92456099641827	16.4822375573934	0.00240352416918475	0.0608071913785962
MID1	1.84233555889105	7.74534920779908	16.4022820128172	0.0024412967843965	0.0615107144901208
NR1D1	-2.92127213094382	4.6479095703061	16.3061271144742	0.00248767725958674	0.0620218493065179
ACSL1	-1.78172321790114	6.24681800073308	16.3050545109903	0.00248820060977377	0.0620218493065179
IL1RL2	3.02148440153235	5.11165032646563	16.2822904819049	0.00249933920389096	0.0620218493065179
SGMS2	3.60609736105432	9.16423079287401	17.1466837353469	0.00250993892792273	0.0620218493065179
RBBP8	2.07819033954351	8.71163623750778	16.2414472663151	0.00251947556179683	0.0620218493065179
LGALS3	3.45419013690336	5.8873692307922	16.236623127847	0.00252186686796306	0.0620218493065179
SLC22A11	-2.83079197017442	4.99513128887288	16.1454759521558	0.00256756810324821	0.0626446662960349
SYK	2.910188544791	5.48257277266924	16.134417982143	0.00257318042537413	0.0626446662960349
SLC7A9	-2.20576798203899	5.06207987243507	16.1256604655015	0.00257763571022078	0.0626446662960349
UNC79	-2.29992751058838	5.79453290435169	16.0895146115693	0.00259612346497084	0.0628465496049608
PLAUR	2.89353235659424	4.99093492589572	16.0492673006106	0.00261689800406071	0.0631019975744796
RGL1	-2.02238910366706	6.52071586463704	15.9771286330973	0.00265463929683804	0.0634793494841497
KCNQ1OT1	-1.38517726588253	9.26177299421551	15.9581707166927	0.00266466662093841	0.0634793494841497
AP000787.1	2.09409036493956	5.24097278238137	15.9471567135812	0.00267051323884308	0.0634793494841497
ZNF804B	-2.21815164896879	6.65470252646696	15.9412019695562	0.00267368068457459	0.0634793494841497
SCN2A	2.10978141092746	5.66751755635579	15.9201409164455	0.00268491997748385	0.0635019579348959
TENM3	1.37852957917863	8.22525440516393	15.8787899097118	0.00270715370984937	0.0637834345454205
NEBL	1.80020608888432	7.73323520901566	15.8595654980918	0.0027175661256051	0.0637853068188604
MEF2C-AS1	2.52556351086489	4.99547272962472	15.8082242744235	0.00274561205488043	0.0641994818741549
PEPD	-1.9761496551467	5.71309604060299	15.7861925036975	0.00275775449177979	0.0642400697273836
RFX2	3.21591924302736	9.19260671178927	16.2391993623445	0.00277382493754311	0.0643715087949384
KIRREL3	3.39136538889766	6.0835598788304	15.7004743511227	0.00280561866928748	0.0648654833165229
FHL2	2.82748868059525	6.86268654026147	15.6223741682859	0.00285010615005088	0.0654977393375416
MYADM	2.54596150236942	5.61355558539333	15.6152851581684	0.00285418627600821	0.0654977393375416
LMO7	1.60991973945991	8.26498464846491	15.587394277765	0.00287030777039992	0.0655211065286345
SLC9A2	3.4328136140189	5.83841800880219	15.5768472732613	0.00287643283156649	0.0655211065286345
PRKG1	1.39288788024794	7.9399873533198	15.4474635867953	0.00295287259440555	0.0669780285278489
PDPK1	-1.52979559707093	6.91026873967972	15.41186424571	0.00297433406604639	0.0669780285278489
FER	1.33622842560166	8.76165289933818	15.3875606519245	0.00298909416029923	0.0669780285278489
UPP2	1.87908590443764	5.682088203314	15.3808796262382	0.00299316720238004	0.0669780285278489
LINC00671	-2.35115900267428	5.63539612516998	15.3784603533003	0.00299464375079966	0.0669780285278489
GDA	-2.2420646593362	9.02626419063479	15.288946822858	0.0030499008696677	0.0679676464565298
SLC13A1	-2.05331360153781	7.70761244237769	15.2557878673338	0.00307068253052317	0.0681846160464731
CAMK1D	4.05594300177538	8.42372444639388	15.9457744325394	0.00317203424777774	0.0701158092032157
SLC6A13	-2.37987086156757	5.91162191537845	15.073194631401	0.00318823651108492	0.0701158092032157
IFIT2	-2.08071550266918	5.233637949954	15.0678950936629	0.00319172888159787	0.0701158092032157
FOXP2	1.88921744124817	9.66950815388607	15.0084440186796	0.00323122572029657	0.0705763622120106
ARHGEF3	-1.46550963182478	8.75014199003125	15.0019738986032	0.00323555977741762	0.0705763622120106
IDI1	-2.238004925221	4.96209573659521	14.9663163525051	0.00325957179754595	0.0708497771346871
NQO2	-1.75900042993551	5.81270851712576	14.9278916889816	0.00328568893513026	0.0711668694616108
ATP13A4	4.94340677036334	4.49937460005387	14.8601618217402	0.00333234386589695	0.0719250303642724
SPIRE1	1.69496454915658	6.68393331730326	14.8413410146725	0.0033454503700429	0.0719563245096683
